Frame,Gaze_X,Gaze_Y,Fixation,Side
1144,-0.0087,-0.0831,True,Center
1145,-0.0336,-0.073,True,Center
1146,-0.0525,-0.0471,False,Center
1147,-0.048,-0.0286,True,Center
1148,-0.0564,-0.0259,False,Center
1149,-0.076,0.0072,False,Center
1150,-0.064,-0.0217,False,Center
1151,-0.0472,-0.026,True,Center
1152,-0.0561,-0.0134,False,Center
1153,-0.0508,-0.0164,False,Center
1154,-0.059,-0.0077,False,Center
1155,-0.0429,-0.0239,True,Center
1156,-0.0592,-0.0224,False,Center
1157,-0.0538,-0.0194,False,Center
1158,-0.0413,-0.0131,True,Center
1159,-0.051,-0.0195,False,Center
1160,-0.0512,-0.0399,False,Center
1161,-0.0637,-0.0386,False,Center
1162,-0.0672,-0.0095,False,Center
1163,-0.0634,-0.042,False,Center
1164,-0.0622,-0.0337,False,Center
1165,-0.0557,-0.0311,False,Center
1166,-0.0643,-0.0314,False,Center
1167,-0.073,-0.0318,False,Center
1168,-0.0597,-0.037,False,Center
1169,-0.0683,-0.0483,False,Center
1170,-0.0705,-0.0461,False,Center
1171,-0.0692,-0.047,False,Center
1172,-0.0709,-0.0392,False,Center
1173,-0.0777,-0.0429,False,Center
1174,-0.082,-0.0433,False,Center
1175,-0.0822,-0.0452,False,Center
1176,-0.084,-0.0465,False,Center
1177,-0.0638,-0.0358,False,Center
1178,-0.0608,-0.0434,False,Center
1179,-0.0801,-0.0479,False,Center
1180,-0.0671,-0.0329,False,Center
1181,-0.0767,-0.0533,False,Center
1182,-0.0814,-0.0486,False,Center
1183,-0.0682,-0.0363,False,Center
1184,-0.0756,-0.0486,False,Center
1185,-0.0709,-0.0393,False,Center
1186,-0.0874,-0.0437,False,Center
1187,-0.0338,-0.0229,True,Center
1188,0.0078,0.0134,True,Center
1189,0.0052,-0.0081,True,Center
1190,-0.0234,-0.0067,True,Center
1191,-0.0797,-0.0455,False,Center
1192,-0.0783,-0.0463,False,Center
1193,-0.0863,-0.0538,False,Center
1194,-0.0839,-0.0459,False,Center
1195,-0.0733,-0.0459,False,Center
1196,-0.0704,-0.0435,False,Center
1197,-0.0687,-0.0478,False,Center
1198,-0.0752,-0.035,False,Center
1199,-0.0543,-0.0495,False,Center
1200,-0.0654,-0.0415,False,Center
1201,-0.0756,-0.0533,False,Center
1202,-0.0529,-0.0463,False,Center
1203,-0.0506,-0.0245,False,Center
1204,-0.0582,-0.0368,False,Center
1205,-0.0549,-0.0317,False,Center
1206,-0.0765,-0.0407,False,Center
1207,-0.0621,-0.047,False,Center
1208,-0.0703,-0.0477,False,Center
1209,-0.0863,-0.0555,False,Center
1210,-0.0856,-0.0478,False,Center
1211,-0.055,-0.0462,False,Center
1212,-0.058,-0.0474,False,Center
1213,-0.0594,-0.0397,False,Center
1214,-0.0607,-0.038,False,Center
1215,-0.0548,-0.0466,False,Center
1216,-0.0601,-0.0426,False,Center
1217,-0.0663,-0.053,False,Center
1218,-0.0644,-0.0424,False,Center
1219,-0.0297,-0.0597,True,Center
1220,-0.034,-0.0598,True,Center
1221,-0.037,-0.0628,True,Center
1222,-0.0406,-0.051,True,Center
1223,-0.0458,-0.0491,True,Center
1224,-0.0386,-0.0506,True,Center
1225,-0.0431,-0.0517,True,Center
1226,-0.057,-0.0484,False,Center
1227,-0.0832,-0.0495,False,Center
1228,-0.0545,-0.048,False,Center
1229,-0.0387,-0.0543,True,Center
1230,-0.0559,-0.0536,False,Center
1231,-0.0438,-0.0489,True,Center
1232,-0.063,-0.0562,False,Center
1233,-0.0585,-0.0496,False,Center
1234,-0.038,-0.0539,True,Center
1235,-0.0225,-0.0473,True,Center
1236,-0.0326,-0.0545,True,Center
1237,-0.0146,-0.0476,True,Center
1238,-0.0385,-0.065,True,Center
1239,-0.0444,-0.0553,True,Center
1240,-0.0497,-0.038,True,Center
1241,-0.0579,-0.0262,False,Center
1242,-0.0496,-0.0285,True,Center
1243,-0.0611,-0.0425,False,Center
1244,-0.0711,-0.0116,False,Center
1245,-0.065,-0.0115,False,Center
1246,-0.0372,-0.0241,True,Center
1247,-0.0468,-0.05,True,Center
1248,-0.0379,-0.0679,True,Center
1249,-0.04,-0.0717,True,Center
1250,-0.023,-0.0719,True,Center
1251,-0.0228,-0.0575,True,Center
1252,-0.0279,-0.0704,True,Center
1253,-0.0257,-0.0596,True,Center
1254,-0.0307,-0.0592,True,Center
1255,-0.0389,-0.0584,True,Center
1256,-0.0813,-0.0628,False,Center
1257,-0.0677,-0.061,False,Center
1258,-0.0859,-0.0149,False,Center
1259,-0.0909,-0.0059,False,Center
1260,-0.0894,-0.017,False,Center
1261,-0.089,-0.0355,False,Center
1262,-0.059,-0.0269,False,Center
1263,-0.0701,-0.0397,False,Center
1264,-0.0701,-0.0306,False,Center
1265,-0.0686,-0.0307,False,Center
1266,-0.0742,-0.0294,False,Center
1267,-0.0632,-0.0082,False,Center
1268,-0.0651,-0.0112,False,Center
1269,-0.0751,-0.0182,False,Center
1270,-0.0785,-0.0315,False,Center
1271,-0.0767,-0.0386,False,Center
1272,-0.074,-0.0248,False,Center
1273,-0.0647,-0.0326,False,Center
1274,0.0492,0.038,True,Center
1275,0.0095,0.0304,True,Center
1276,0.0168,0.018,True,Center
1277,-0.0733,-0.0365,False,Center
1278,-0.0701,-0.0375,False,Center
1279,-0.0809,-0.0345,False,Center
1280,-0.0727,-0.0378,False,Center
1281,-0.081,-0.0414,False,Center
1282,-0.0698,-0.0347,False,Center
1283,-0.0795,-0.0365,False,Center
1284,-0.0705,-0.0348,False,Center
1285,-0.072,-0.0309,False,Center
1286,-0.0636,-0.0406,False,Center
1287,-0.0779,-0.0395,False,Center
1288,-0.086,-0.0461,False,Center
1289,-0.1013,-0.042,False,Center
1290,-0.1111,-0.0497,False,Center
1291,-0.0713,-0.0334,False,Center
1292,-0.0754,-0.0389,False,Center
1293,-0.0845,-0.0287,False,Center
1294,-0.0657,-0.0315,False,Center
1295,-0.035,-0.0548,True,Center
1296,-0.0444,-0.0497,True,Center
1297,-0.0338,-0.0677,True,Center
1298,-0.0347,-0.0502,True,Center
1299,-0.0393,-0.0574,True,Center
1300,-0.0662,-0.0379,False,Center
1301,-0.073,-0.0378,False,Center
1302,-0.0601,-0.0472,False,Center
1303,-0.0945,-0.046,False,Center
1304,-0.0587,-0.0393,False,Center
1305,-0.0703,-0.0436,False,Center
1306,-0.0702,-0.0386,False,Center
1307,-0.0679,-0.0267,False,Center
1308,0.0359,0.0223,True,Center
1309,0.0653,0.013,False,Center
1310,-0.0695,-0.0277,False,Center
1311,-0.0692,-0.0434,False,Center
1312,-0.08,-0.0516,False,Center
1313,-0.0865,-0.0397,False,Center
1314,-0.055,-0.0158,False,Center
1315,0.0179,0.0033,True,Center
1316,-0.0866,-0.0407,False,Center
1317,-0.0784,-0.0476,False,Center
1318,-0.0734,-0.046,False,Center
1319,-0.0722,-0.0414,False,Center
1320,-0.0715,-0.0304,False,Center
1321,-0.0673,-0.0497,False,Center
1322,-0.0698,-0.0474,False,Center
1323,-0.0701,-0.0419,False,Center
1324,-0.0646,-0.0554,False,Center
1325,-0.0715,-0.0443,False,Center
1326,-0.0612,-0.0494,False,Center
1327,-0.0756,-0.0491,False,Center
1328,-0.0674,-0.056,False,Center
1329,-0.0711,-0.0401,False,Center
1330,-0.0651,-0.0501,False,Center
1331,-0.0649,-0.0373,False,Center
1332,-0.079,-0.0638,False,Center
1333,-0.0754,-0.057,False,Center
1334,-0.0793,-0.0709,False,Center
1335,-0.0895,-0.055,False,Center
1336,-0.0789,-0.0537,False,Center
1337,-0.0745,-0.0605,False,Center
1338,-0.0767,-0.0499,False,Center
1339,-0.0909,-0.0666,False,Center
1340,-0.0822,-0.064,False,Center
1341,-0.0744,-0.0394,False,Center
1342,-0.0668,-0.0465,False,Center
1343,-0.0658,-0.0506,False,Center
1344,-0.0562,-0.0459,False,Center
1345,-0.0607,-0.0571,False,Center
1346,-0.0607,-0.0542,False,Center
1347,-0.0631,-0.0484,False,Center
1348,-0.0547,-0.0511,False,Center
1349,-0.0571,-0.0392,False,Center
1350,-0.0565,-0.0454,False,Center
1351,-0.0531,-0.0461,False,Center
1352,-0.0569,-0.0521,False,Center
1353,-0.0648,-0.048,False,Center
1354,-0.0611,-0.04,False,Center
1355,-0.0345,-0.0445,True,Center
1356,-0.0418,-0.0369,True,Center
1357,-0.0467,-0.0328,True,Center
1358,-0.0378,-0.0394,True,Center
1359,-0.0581,-0.0385,False,Center
1360,-0.0697,-0.042,False,Center
1361,-0.0711,-0.0205,False,Center
1362,-0.0563,-0.0095,False,Center
1363,-0.0742,-0.0022,False,Center
1364,-0.0729,-0.0186,False,Center
1365,-0.0647,-0.0263,False,Center
1366,-0.0705,-0.0322,False,Center
1367,-0.0671,-0.0151,False,Center
1368,-0.0662,-0.0158,False,Center
1369,-0.0742,-0.0207,False,Center
1370,-0.0652,-0.0347,False,Center
1371,-0.0511,-0.0421,False,Center
1372,-0.0638,-0.0268,False,Center
1373,-0.0686,-0.0533,False,Center
1374,-0.0619,-0.0281,False,Center
1375,-0.0646,-0.0027,False,Center
1376,-0.0531,0.0127,False,Center
1377,-0.0606,0.0062,False,Center
1378,-0.0533,0.0194,False,Center
1379,-0.041,-0.0049,True,Center
1380,-0.0502,0.0051,False,Center
1381,-0.0575,0.0117,False,Center
1382,-0.063,0.0199,False,Center
1383,-0.055,0.0123,False,Center
1384,-0.0649,-0.0296,False,Center
1385,-0.0714,-0.0252,False,Center
1386,-0.0709,-0.0237,False,Center
1387,-0.0738,-0.0232,False,Center
1388,-0.0771,-0.0153,False,Center
1389,-0.075,-0.0135,False,Center
1390,-0.0787,-0.0262,False,Center
1391,-0.089,-0.0281,False,Center
1392,-0.0592,-0.0161,False,Center
1393,-0.0732,-0.0273,False,Center
1394,-0.0684,0.0022,False,Center
1395,-0.0696,-0.0054,False,Center
1396,-0.0673,-0.0063,False,Center
1397,-0.0828,-0.0118,False,Center
1398,-0.0867,-0.0214,False,Center
1399,-0.0831,-0.0239,False,Center
1400,-0.0911,-0.0123,False,Center
1401,-0.0689,-0.0169,False,Center
1402,-0.0638,-0.02,False,Center
1403,-0.0617,-0.0161,False,Center
1404,-0.074,-0.0346,False,Center
1405,-0.0713,-0.0378,False,Center
1406,-0.083,-0.0328,False,Center
1407,-0.0568,-0.0409,False,Center
1408,-0.0618,-0.0184,False,Center
1409,-0.0601,-0.0357,False,Center
1410,-0.0505,-0.0282,False,Center
1411,-0.0733,-0.0342,False,Center
1412,-0.0706,-0.0223,False,Center
1413,-0.0702,-0.03,False,Center
1414,-0.0631,-0.0274,False,Center
1415,-0.0517,-0.0264,False,Center
1416,-0.0702,-0.0413,False,Center
1417,-0.06,-0.0307,False,Center
1418,-0.0507,-0.0072,False,Center
1419,-0.0516,-0.0033,False,Center
1420,-0.0341,-0.0013,True,Center
1421,-0.0448,-0.005,True,Center
1422,-0.0621,-0.0164,False,Center
1423,-0.0645,-0.0214,False,Center
1424,-0.0831,-0.022,False,Center
1425,-0.0842,-0.038,False,Center
1426,-0.0594,-0.0305,False,Center
1427,-0.0732,-0.0272,False,Center
1428,-0.0601,-0.029,False,Center
1429,-0.0102,0.0495,True,Center
1430,-0.0786,-0.0596,False,Center
1431,-0.0752,-0.0379,False,Center
1432,-0.0703,-0.0404,False,Center
1433,-0.0765,-0.0457,False,Center
1434,-0.065,-0.0386,False,Center
1435,-0.0904,-0.0428,False,Center
1436,-0.0859,-0.0545,False,Center
1437,-0.0682,-0.0463,False,Center
1438,-0.066,-0.0453,False,Center
1439,-0.0628,0.0084,False,Center
1440,-0.0438,-0.0403,True,Center
1441,-0.0259,-0.018,True,Center
1442,-0.0363,-0.0294,True,Center
1443,-0.0402,-0.0209,True,Center
1444,-0.0389,-0.0403,True,Center
1445,-0.043,-0.0337,True,Center
1446,-0.0413,-0.0394,True,Center
1447,-0.0255,-0.0445,True,Center
1448,-0.0301,-0.0412,True,Center
1449,-0.0469,-0.0493,True,Center
1450,-0.0426,-0.0393,True,Center
1451,-0.0572,-0.0496,False,Center
1452,-0.0423,-0.0427,True,Center
1453,-0.0423,-0.0395,True,Center
1454,-0.0363,-0.0409,True,Center
1455,-0.0503,-0.0473,False,Center
1456,-0.0553,-0.0309,False,Center
1457,-0.0351,-0.046,True,Center
1458,-0.0188,-0.0254,True,Center
1459,0.0092,-0.0107,True,Center
1460,0.0454,-0.0154,True,Center
1461,-0.0323,-0.023,True,Center
1462,-0.0341,-0.0186,True,Center
1463,-0.0359,-0.0089,True,Center
1464,-0.0225,-0.0238,True,Center
1465,-0.0499,-0.021,True,Center
1466,-0.0347,-0.0254,True,Center
1467,-0.0421,-0.0278,True,Center
1468,-0.0476,-0.0236,True,Center
1469,-0.0362,-0.0203,True,Center
1470,-0.032,-0.0296,True,Center
1471,-0.0477,-0.0363,True,Center
1472,-0.0343,-0.0348,True,Center
1473,-0.0273,-0.0379,True,Center
1474,-0.0402,-0.0299,True,Center
1475,-0.0321,-0.0382,True,Center
1476,-0.0498,-0.0372,True,Center
1477,-0.0506,-0.0388,False,Center
1478,-0.0518,-0.0334,False,Center
1479,-0.0478,-0.0463,True,Center
1480,-0.0498,-0.0451,True,Center
1481,-0.0544,-0.0386,False,Center
1482,-0.0569,-0.0365,False,Center
1483,-0.0683,-0.0345,False,Center
1484,-0.0604,-0.0338,False,Center
1485,-0.0578,-0.0364,False,Center
1486,-0.0581,-0.0374,False,Center
1487,-0.0637,-0.0364,False,Center
1488,-0.056,-0.0369,False,Center
1489,-0.0541,-0.0287,False,Center
1490,-0.0483,-0.0211,True,Center
1491,-0.0523,-0.0387,False,Center
1492,-0.0558,-0.0388,False,Center
1493,-0.0567,-0.034,False,Center
1494,-0.0683,-0.0379,False,Center
1495,-0.0613,-0.0301,False,Center
1496,-0.0695,-0.0265,False,Center
1497,-0.0682,-0.0338,False,Center
1498,-0.0751,-0.0397,False,Center
1499,-0.069,-0.0297,False,Center
1500,-0.0664,-0.0263,False,Center
1501,-0.0641,-0.0323,False,Center
1502,-0.0629,-0.0477,False,Center
1503,-0.0692,-0.0353,False,Center
1504,-0.0654,-0.0378,False,Center
1505,-0.0702,-0.0372,False,Center
1506,-0.0704,-0.0329,False,Center
1507,-0.0548,-0.0325,False,Center
1508,-0.0736,-0.0278,False,Center
1509,-0.0762,-0.0124,False,Center
1510,-0.0648,0.004,False,Center
1511,-0.0676,-0.0356,False,Center
1512,-0.0932,-0.0372,False,Center
1513,-0.0871,-0.0426,False,Center
1514,-0.0859,-0.0252,False,Center
1515,-0.0745,-0.0358,False,Center
1516,-0.0519,-0.0236,False,Center
1517,-0.0731,-0.0243,False,Center
1518,-0.0703,-0.0243,False,Center
1519,-0.0752,-0.0232,False,Center
1520,-0.0746,-0.0178,False,Center
1521,-0.0788,-0.021,False,Center
1522,-0.068,-0.0344,False,Center
1523,-0.074,-0.0333,False,Center
1524,-0.0713,-0.0415,False,Center
1525,-0.0676,-0.0337,False,Center
1526,-0.0598,-0.0346,False,Center
1527,-0.0705,-0.0326,False,Center
1528,-0.0737,-0.0247,False,Center
1529,-0.0761,-0.0359,False,Center
1530,-0.0806,-0.0433,False,Center
1531,-0.0824,-0.0371,False,Center
1532,-0.0673,-0.0408,False,Center
1533,-0.0714,-0.0306,False,Center
1534,-0.0675,-0.0268,False,Center
1535,-0.0756,-0.0406,False,Center
1536,-0.0817,-0.0363,False,Center
1537,-0.0714,-0.0287,False,Center
1538,-0.069,-0.0248,False,Center
1539,-0.0836,-0.037,False,Center
1540,-0.036,-0.0023,True,Center
1541,-0.0239,-0.0363,True,Center
1542,-0.0242,-0.0455,True,Center
1543,-0.0337,-0.0505,True,Center
1544,-0.0235,-0.0549,True,Center
1545,-0.0368,-0.0439,True,Center
1546,-0.0285,-0.0416,True,Center
1547,-0.0859,-0.0503,False,Center
1548,0.0054,-0.0373,True,Center
1549,0.0176,0.0092,True,Center
1550,-0.0492,-0.0183,True,Center
1551,-0.0606,-0.0302,False,Center
1552,-0.0658,-0.0487,False,Center
1553,-0.0599,-0.0361,False,Center
1554,-0.0502,-0.0377,False,Center
1555,-0.0684,-0.0297,False,Center
1556,-0.0484,-0.037,True,Center
1557,-0.0467,-0.0256,True,Center
1558,-0.0549,-0.0276,False,Center
1559,-0.0509,-0.0308,False,Center
1560,-0.0684,-0.0395,False,Center
1561,-0.0581,-0.028,False,Center
1562,-0.0659,-0.0276,False,Center
1563,-0.0486,-0.0307,True,Center
1564,-0.0765,-0.0338,False,Center
1565,-0.0667,-0.0313,False,Center
1566,-0.0522,-0.0315,False,Center
1567,-0.0542,-0.0361,False,Center
1568,-0.0779,-0.0271,False,Center
1569,-0.0693,-0.0242,False,Center
1570,-0.0676,-0.027,False,Center
1571,-0.0756,-0.0269,False,Center
1572,-0.0758,-0.0344,False,Center
1573,-0.076,-0.0351,False,Center
1574,-0.0762,0.016,False,Center
1575,-0.0674,-0.0207,False,Center
1576,-0.0706,-0.0229,False,Center
1577,-0.0683,-0.0271,False,Center
1578,-0.0795,-0.027,False,Center
1579,-0.0584,-0.0345,False,Center
1580,-0.0678,-0.0352,False,Center
1581,-0.0683,-0.0427,False,Center
1582,-0.0664,0.0059,False,Center
1583,-0.0694,-0.0371,False,Center
1584,-0.0636,-0.0316,False,Center
1585,-0.0735,-0.0344,False,Center
1586,-0.072,-0.0284,False,Center
1587,-0.0763,-0.0273,False,Center
1588,-0.0748,-0.0307,False,Center
1589,-0.0689,-0.0295,False,Center
1590,-0.0701,-0.0297,False,Center
1591,-0.0709,-0.0372,False,Center
1592,-0.0795,-0.0348,False,Center
1593,-0.0552,-0.0356,False,Center
1594,-0.0741,-0.0322,False,Center
1595,-0.0544,-0.0377,False,Center
1596,-0.0742,-0.0275,False,Center
1597,-0.0855,-0.0252,False,Center
1598,-0.0597,-0.0301,False,Center
1599,-0.0608,-0.0263,False,Center
1600,-0.0732,-0.0373,False,Center
1601,-0.0746,-0.0269,False,Center
1602,-0.0697,-0.0357,False,Center
1603,-0.0477,-0.0464,True,Center
1604,-0.0731,-0.0374,False,Center
1605,-0.0668,-0.0336,False,Center
1606,-0.0346,-0.0438,True,Center
1607,-0.043,-0.0325,True,Center
1608,-0.0664,-0.0281,False,Center
1609,-0.0685,-0.0561,False,Center
1610,-0.0329,-0.0579,True,Center
1611,-0.0068,-0.0815,True,Center
1612,-0.0608,-0.0458,False,Center
1613,-0.0772,-0.0424,False,Center
1614,-0.0747,-0.0531,False,Center
1615,-0.0387,-0.0451,True,Center
1616,-0.0562,-0.0522,False,Center
1617,-0.0509,-0.056,False,Center
1618,-0.0739,-0.0423,False,Center
1619,-0.0585,-0.0359,False,Center
1620,-0.0491,-0.0585,True,Center
1621,-0.0313,-0.0424,True,Center
1622,-0.0539,-0.0586,False,Center
1623,-0.0651,-0.0424,False,Center
1624,-0.0625,-0.0297,False,Center
1625,-0.0703,-0.0413,False,Center
1626,-0.0632,-0.0389,False,Center
1627,-0.0638,-0.0471,False,Center
1628,-0.0464,-0.0639,True,Center
1629,-0.0262,-0.0723,True,Center
1630,-0.0404,-0.0767,True,Center
1631,-0.0682,-0.0377,False,Center
1632,-0.0683,-0.0356,False,Center
1633,-0.0713,-0.0486,False,Center
1634,-0.0388,-0.0419,True,Center
1635,-0.033,-0.0405,True,Center
1636,-0.0365,-0.0543,True,Center
1637,-0.0501,-0.0432,False,Center
1638,-0.0498,-0.0507,True,Center
1639,-0.0598,-0.0423,False,Center
1640,-0.0519,-0.0418,False,Center
1641,-0.0749,-0.0374,False,Center
1642,-0.0492,-0.0262,True,Center
1643,-0.0515,-0.0306,False,Center
1644,-0.0594,-0.0164,False,Center
1645,-0.0775,-0.0148,False,Center
1646,-0.0652,-0.0179,False,Center
1647,-0.0497,-0.0079,True,Center
1648,-0.0619,-0.0549,False,Center
1649,-0.0581,-0.0393,False,Center
1650,-0.0651,-0.0325,False,Center
1651,-0.0706,-0.0202,False,Center
1652,-0.0587,-0.0295,False,Center
1653,0.0515,-0.0551,False,Center
1654,-0.1487,-0.0627,False,Center
1655,-0.0405,-0.0634,True,Center
1656,-0.0243,-0.0574,True,Center
1657,-0.0193,-0.0643,True,Center
1658,-0.0571,-0.0543,False,Center
1659,-0.0247,-0.0584,True,Center
1660,-0.0339,-0.0624,True,Center
1663,0.0457,-0.018,True,Center
1664,-0.0417,-0.0395,True,Center
1665,-0.0377,-0.0209,True,Center
1666,-0.0435,-0.0296,True,Center
1667,-0.0347,-0.0146,True,Center
1668,-0.0433,-0.013,True,Center
1754,-0.0281,0.0084,True,Center
1755,-0.0505,-0.0233,False,Center
1756,-0.0539,-0.0387,False,Center
1757,-0.0514,-0.0366,False,Center
1758,-0.056,-0.0236,False,Center
1759,-0.0575,-0.02,False,Center
1760,-0.0676,-0.0175,False,Center
1761,-0.125,-0.0403,False,Center
1762,-0.0791,-0.0413,False,Center
1763,-0.0749,-0.0449,False,Center
1764,-0.0594,-0.0258,False,Center
1765,-0.069,-0.0363,False,Center
1766,-0.0895,-0.0497,False,Center
1767,-0.0784,-0.0352,False,Center
1768,-0.0893,-0.0363,False,Center
1769,-0.0851,-0.0342,False,Center
1770,-0.0813,-0.0235,False,Center
1771,-0.1454,0.0004,False,Center
1772,-0.1721,-0.0101,False,Center
1773,-0.1833,-0.0513,False,Center
1774,-0.1717,-0.0129,False,Center
1775,-0.193,-0.0338,False,Center
1776,-0.1754,-0.0398,False,Center
1777,-0.164,-0.0346,False,Center
1778,-0.1657,-0.0295,False,Center
1779,-0.164,-0.0372,False,Center
1780,-0.1761,-0.0334,False,Center
1781,-0.1679,-0.0457,False,Center
1782,-0.164,-0.0362,False,Center
1783,-0.1705,-0.0427,False,Center
1784,-0.1743,-0.0295,False,Center
1785,-0.1744,-0.0429,False,Center
1786,-0.1809,-0.0375,False,Center
1787,-0.1618,-0.0335,False,Center
1788,-0.1678,-0.0298,False,Center
1789,-0.0252,0.0645,True,Center
1790,-0.1018,0.0113,False,Center
1791,-0.0767,-0.0446,False,Center
1792,-0.0677,-0.0325,False,Center
1793,-0.0511,-0.0362,False,Center
1794,-0.0599,-0.0328,False,Center
1795,-0.0593,-0.036,False,Center
1796,-0.0904,-0.0498,False,Center
1797,-0.0893,-0.031,False,Center
1798,-0.1157,-0.0358,False,Center
1799,-0.122,-0.0151,False,Center
1800,-0.1479,-0.0274,False,Center
1801,-0.1473,-0.0327,False,Center
1802,-0.1535,-0.0415,False,Center
1803,-0.15,-0.0326,False,Center
1804,-0.1509,-0.0391,False,Center
1805,-0.1371,-0.0312,False,Center
1806,-0.1403,-0.0311,False,Center
1807,-0.1517,-0.0346,False,Center
1808,-0.1399,-0.0315,False,Center
1809,-0.1455,-0.033,False,Center
1810,-0.1449,-0.0378,False,Center
1811,-0.1312,-0.0344,False,Center
1812,-0.0016,0.0322,True,Center
1813,0.0325,0.0416,True,Center
1814,0.0099,0.0307,True,Center
1815,-0.0754,0.0064,False,Center
1816,-0.1392,-0.0398,False,Center
1817,-0.1468,-0.0325,False,Center
1818,-0.1416,-0.0289,False,Center
1819,-0.1377,-0.0221,False,Center
1820,-0.1357,-0.0325,False,Center
1821,-0.1485,-0.0329,False,Center
1822,-0.1344,-0.04,False,Center
1823,-0.1541,-0.0391,False,Center
1824,-0.1422,-0.0173,False,Center
1825,-0.1541,-0.032,False,Center
1826,-0.156,-0.0341,False,Center
1827,-0.1845,-0.0411,False,Center
1828,-0.1746,-0.0386,False,Center
1829,-0.1462,-0.0335,False,Center
1830,-0.1564,-0.0358,False,Center
1831,-0.1562,-0.0278,False,Center
1832,-0.1615,-0.0434,False,Center
1833,-0.1628,-0.0363,False,Center
1834,-0.1584,-0.0343,False,Center
1835,-0.1601,-0.0307,False,Center
1836,-0.1472,-0.0377,False,Center
1837,-0.1361,-0.0487,False,Center
1838,-0.1013,-0.0427,False,Center
1839,-0.101,-0.0321,False,Center
1840,-0.0749,-0.0321,False,Center
1841,-0.09,-0.0353,False,Center
1842,-0.0829,-0.0335,False,Center
1843,-0.0785,-0.0389,False,Center
1844,-0.0994,-0.0382,False,Center
1845,-0.0854,-0.0415,False,Center
1846,-0.0806,-0.0408,False,Center
1847,-0.1025,-0.0323,False,Center
1848,-0.0794,-0.0333,False,Center
1849,-0.0871,-0.0385,False,Center
1850,-0.0602,-0.025,False,Center
1851,-0.0857,-0.0295,False,Center
1852,-0.0619,-0.0268,False,Center
1853,-0.0733,-0.0169,False,Center
1854,-0.0687,-0.0208,False,Center
1855,-0.0795,-0.0339,False,Center
1856,-0.0688,-0.0362,False,Center
1857,-0.0769,-0.0278,False,Center
1858,-0.0863,0.0048,False,Center
1859,-0.0373,-0.0246,True,Center
1860,-0.042,-0.0172,True,Center
1861,-0.0491,-0.0284,True,Center
1862,-0.0576,-0.0244,False,Center
1863,-0.0565,-0.0334,False,Center
1864,-0.0492,-0.0363,True,Center
1865,-0.0672,-0.027,False,Center
1866,-0.0622,-0.025,False,Center
1867,-0.0615,-0.023,False,Center
1868,-0.0677,-0.037,False,Center
1869,-0.0539,-0.0156,False,Center
1870,-0.0383,-0.0351,True,Center
1871,-0.0392,-0.0439,True,Center
1872,-0.0612,-0.0313,False,Center
1873,0.0358,0.0334,True,Center
1874,0.0158,0.0266,True,Center
1875,-0.0614,-0.0335,False,Center
1876,-0.0639,-0.0295,False,Center
1877,-0.0598,-0.0215,False,Center
1878,-0.0607,-0.0234,False,Center
1879,-0.0732,-0.0337,False,Center
1880,-0.0482,-0.0371,True,Center
1881,-0.0579,-0.0363,False,Center
1882,-0.0649,-0.0385,False,Center
1883,-0.0433,-0.0279,True,Center
1884,-0.0884,-0.0412,False,Center
1885,-0.0705,-0.0391,False,Center
1886,-0.0432,-0.0403,True,Center
1887,-0.0544,-0.0373,False,Center
1888,-0.0477,-0.0554,True,Center
1889,-0.0369,-0.0572,True,Center
1890,-0.0473,-0.0484,True,Center
1891,-0.0525,-0.0529,False,Center
1892,-0.053,-0.0588,False,Center
1893,-0.0541,-0.0435,False,Center
1894,-0.0453,-0.0482,True,Center
1895,-0.042,-0.0473,True,Center
1896,-0.0405,-0.0521,True,Center
1897,-0.0587,-0.0271,False,Center
1898,-0.1177,-0.0486,False,Center
1899,-0.0808,-0.0411,False,Center
1900,-0.0922,-0.046,False,Center
1901,-0.0715,-0.0244,False,Center
1902,-0.0938,-0.0307,False,Center
1903,-0.061,-0.0323,False,Center
1904,-0.0716,-0.0434,False,Center
1905,-0.0769,-0.0308,False,Center
1906,-0.087,-0.0472,False,Center
1907,-0.0897,-0.0483,False,Center
1908,-0.0955,-0.0314,False,Center
1909,-0.0946,-0.0453,False,Center
1910,-0.0945,-0.043,False,Center
1911,-0.0983,-0.0393,False,Center
1912,-0.0854,-0.0449,False,Center
1913,-0.0908,-0.0495,False,Center
1914,-0.0945,-0.0514,False,Center
1915,-0.0922,-0.0347,False,Center
1916,-0.0788,-0.0338,False,Center
1917,-0.0974,-0.032,False,Center
1918,-0.1034,-0.0533,False,Center
1919,-0.0947,-0.0326,False,Center
1920,-0.0962,-0.0378,False,Center
1921,-0.0723,-0.0446,False,Center
1922,-0.0822,-0.0261,False,Center
1923,-0.0998,-0.0321,False,Center
1924,-0.0891,-0.0361,False,Center
1925,-0.0896,-0.027,False,Center
1926,-0.0003,0.021,True,Center
1927,0.0284,0.0334,True,Center
1928,0.0109,0.026,True,Center
1929,-0.0972,-0.0586,False,Center
1930,-0.0926,-0.0475,False,Center
1931,-0.091,-0.0403,False,Center
1932,-0.0911,-0.0484,False,Center
1933,-0.0855,-0.0414,False,Center
1934,-0.0847,-0.0401,False,Center
1935,-0.0783,-0.0332,False,Center
1936,-0.0956,-0.0398,False,Center
1937,-0.1156,-0.0513,False,Center
1938,-0.1113,-0.0607,False,Center
